129,B,0,1505,488,28,37,201,0.95,0,0.89,23,0.79,0.91
130,B,0,1507,487,28,37,203,0.71,0,0.98,24,0.81,0.81
131,B,0,1511,484,28,37,204,0.76,0,0.67,24,0.71,0.89
132,B,0,1515,482,26,36,206,0.96,0,0.69,24,0.6,0.99
133,B,0,1518,478,26,36,199,0.85,0,0.89,24,0.79,0.94
134,B,0,1519,473,26,36,199,0.69,0,0.82,24,0.8,0.92
135,B,0,1523,465,26,36,196,0.71,0,0.94,25,0.89,0.86
136,B,0,1525,467,26,36,196,0.65,0,0.7,25,0.64,0.96
137,B,0,1529,464,26,36,202,0.99,0,0.86,25,0.91,0.81
138,B,0,1530,465,26,36,203,0.8,0,0.61,25,0.8,0.84
139,B,0,1533,466,26,36,194,0.87,0,0.98,25,0.66,0.89
140,B,0,1535,470,26,36,200,0.96,0,0.95,25,0.97,0.99
141,B,0,1540,470,26,36,192,0.71,0,0.89,26,0.62,0.89
142,B,0,1541,470,26,36,197,0.81,0,0.81,26,0.87,0.88
143,B,0,1544,474,28,37,190,0.82,0,0.73,25,0.89,1.0
144,B,0,1547,471,28,37,190,0.96,0,0.77,26,0.94,0.86
145,B,0,1550,470,28,37,190,0.94,0,0.72,26,0.63,0.92
146,B,0,1555,471,28,37,191,0.99,0,0.76,26,0.96,0.86
147,B,0,1558,469,29,39,195,0.72,0,0.62,25,0.92,0.97
148,B,0,1561,471,29,39,188,0.68,0,0.88,26,0.9,0.92
149,B,0,1565,471,29,39,185,0.72,0,0.92,27,0.69,1.0
150,B,0,1569,469,29,39,194,0.63,0,0.79,26,0.78,0.91
151,B,0,1573,467,29,39,189,0.9,0,0.82,27,0.71,0.87
152,B,0,1573,465,31,41,185,0.78,0,0.83,26,0.76,0.8
153,B,0,1581,462,29,39,183,0.63,0,0.68,27,0.81,0.92
154,B,0,1582,459,29,39,184,0.9,0,0.9,27,0.92,0.82
155,B,0,1585,456,29,39,188,0.88,0,0.7,26,0.75,0.88
156,B,0,1588,454,31,41,187,0.76,0,0.69,27,0.76,0.99
157,B,0,1589,455,31,41,188,0.73,0,0.65,27,0.93,0.97
158,B,0,1592,455,31,41,183,0.61,0,0.87,27,0.63,0.93
159,B,0,1594,455,29,39,182,0.64,0,0.85,27,0.86,0.83
160,B,0,1595,455,29,39,177,0.63,0,0.78,27,0.66,0.87
161,B,0,1597,453,29,39,186,0.66,0,0.83,28,0.74,0.86
162,B,0,1598,452,31,41,176,0.94,0,0.78,27,0.97,0.84
163,B,0,1600,452,31,41,183,0.89,0,0.83,27,0.95,0.87
164,B,0,1603,448,31,41,178,0.94,0,0.95,27,0.65,0.95
165,B,0,1605,448,31,41,180,0.79,0,0.85,28,0.76,0.89
166,B,0,1607,447,31,41,177,0.79,0,0.96,28,0.61,0.97
167,B,0,1608,443,31,41,177,0.71,0,0.84,28,0.96,0.91
168,B,0,1609,440,31,41,174,0.63,0,0.62,29,0.95,0.94
169,B,0,1611,438,31,41,173,0.79,0,0.76,29,0.81,0.93
170,B,0,1613,437,31,41,176,0.79,0,0.96,28,0.79,0.99
171,B,0,1614,432,31,41,177,0.73,0,0.66,28,0.95,0.86
172,B,0,1616,431,31,41,175,0.66,0,0.8,29,0.78,0.85
173,B,0,1617,428,31,41,174,0.97,0,0.82,29,0.96,0.97
174,B,0,1620,426,31,41,171,0.9,0,0.78,29,0.78,0.82
175,B,0,1622,426,31,41,169,0.93,0,0.75,29,0.82,0.87
176,B,0,1623,426,31,41,166,0.64,0,0.98,30,0.83,0.86
177,B,0,1625,423,31,41,172,0.61,0,0.8,29,0.99,0.81
178,B,0,1629,424,29,39,166,0.85,0,0.98,29,1.0,0.82
179,B,0,1632,427,29,39,165,0.93,0,0.67,30,0.71,0.95
180,B,0,1636,427,29,39,164,0.67,0,0.68,30,0.66,1.0
181,B,0,1637,427,31,41,164,0.92,0,0.62,30,0.87,0.98
182,B,0,1639,427,31,41,165,0.84,0,0.62,30,0.82,0.95
183,B,0,1644,425,31,41,167,0.96,0,0.85,30,0.9,0.85
184,B,0,1647,426,31,41,162,0.95,0,0.93,30,0.81,0.96
185,B,0,1651,424,31,41,166,0.98,0,0.95,30,0.84,0.9
186,B,0,1653,421,31,41,158,0.82,0,0.74,30,0.96,0.9
187,B,0,1656,419,31,41,158,0.81,0,0.74,31,0.86,0.91
188,B,0,1658,415,32,43,162,0.71,0,0.98,31,0.88,0.87
189,B,0,1660,411,32,43,162,0.8,0,0.76,30,0.66,0.87
190,B,0,1663,404,32,43,154,0.81,0,0.79,31,0.99,0.96
191,B,0,1666,398,32,43,162,0.83,0,0.6,31,0.68,0.89
192,B,0,1668,390,34,46,156,0.91,0,0.87,31,0.62,0.88
193,B,0,1670,383,34,46,153,0.67,0,0.9,31,0.66,0.88
194,B,0,1672,377,34,46,158,0.95,0,0.63,31,0.62,0.83
195,B,0,1673,379,34,46,152,0.67,0,0.78,31,0.74,0.85
196,B,0,1675,380,34,46,157,0.81,0,0.93,31,0.8,0.95
197,B,0,1677,380,34,46,156,0.93,0,0.71,31,0.8,0.82
198,B,0,1679,383,34,46,157,0.76,0,0.97,32,0.91,0.81
199,B,0,1681,386,34,46,157,0.87,0,0.92,32,0.7,0.9
200,B,0,1682,389,34,46,150,0.73,0,0.73,32,0.62,0.85
201,B,0,1685,392,34,46,152,0.6,0,0.6,32,0.71,0.91
202,B,0,1687,392,34,46,152,0.88,0,0.61,32,0.63,0.92
203,B,0,1689,394,34,46,149,0.92,0,0.76,33,0.96,0.81
204,B,0,1691,396,34,46,145,0.97,0,0.83,33,0.8,0.93
205,B,0,1693,400,34,46,150,0.78,0,0.71,33,0.77,0.94
206,B,0,1697,403,34,46,144,0.91,0,0.72,32,0.91,0.83
207,B,0,1698,407,34,46,151,0.61,0,0.64,32,0.72,0.88
208,B,0,1701,411,34,46,147,0.89,0,0.6,33,0.84,0.95
209,B,0,1704,413,34,46,142,0.82,0,0.91,33,0.91,0.86
210,B,0,1704,417,34,46,148,0.68,0,0.62,33,0.91,0.81
211,B,0,1707,419,34,46,147,0.73,0,0.8,33,0.67,0.82
212,B,0,1710,422,34,46,139,0.93,0,0.92,33,0.65,0.93
213,B,0,1711,422,34,46,138,0.85,0,0.63,33,0.9,0.81
214,B,0,1715,423,34,46,137,0.84,0,0.81,34,0.95,0.82
215,B,0,1716,423,34,46,145,0.95,0,0.61,34,0.87,0.81
216,B,0,1719,424,34,46,136,0.91,0,0.86,34,0.87,0.92
217,B,0,1721,424,34,46,143,0.61,0,0.69,34,0.67,0.95
218,B,0,1723,425,34,46,143,0.67,0,0.72,34,0.84,0.84
219,B,0,1724,425,34,46,135,0.75,0,0.86,34,0.89,0.83
220,B,0,1728,428,34,46,132,0.91,0,0.75,34,0.69,0.93
221,B,0,1731,432,34,46,140,0.71,0,0.63,34,0.72,0.94
222,B,0,1733,434,35,48,132,0.78,0,0.63,34,0.89,0.93
223,B,0,1735,437,37,50,130,0.71,0,0.97,35,0.72,0.99
224,B,0,1738,440,37,50,134,0.77,0,0.63,35,1.0,0.8
225,B,0,1741,443,37,50,128,0.63,0,0.91,34,0.75,0.93
226,B,0,1743,446,37,50,128,0.81,0,0.88,35,0.85,0.84
227,B,0,1747,449,37,50,136,0.94,0,0.71,35,0.67,0.96
228,B,0,1751,450,37,50,130,0.77,0,0.71,35,0.66,0.84
229,B,0,1753,451,37,50,134,0.67,0,0.6,35,0.68,0.88
230,B,0,1756,454,37,50,124,0.61,0,0.78,35,0.85,0.86
231,B,0,1760,454,37,50,125,0.76,0,0.88,35,0.65,0.85
232,B,0,1762,454,39,53,124,0.94,0,0.63,36,0.9,0.91
233,B,0,1766,453,39,53,122,0.7,0,0.66,36,0.83,0.95
234,B,0,1770,452,39,53,129,0.99,0,0.8,36,0.82,0.81
235,B,0,1773,453,39,53,121,0.76,0,0.63,36,0.63,0.84
236,B,0,1776,451,41,55,120,0.94,0,0.71,36,0.75,0.93
237,B,0,1779,451,41,55,128,1.0,0,0.89,37,0.84,0.97
238,B,0,1783,452,41,55,122,0.75,0,0.76,37,0.95,0.97
239,B,0,1787,453,41,55,119,0.89,0,0.93,37,0.69,0.89
240,B,0,1791,452,41,55,125,0.61,0,0.89,36,0.91,0.92
241,B,0,1794,444,41,55,124,0.92,0,0.78,36,0.68,0.96
242,B,0,1800,446,41,55,120,0.62,0,0.99,36,0.9,0.98
243,B,0,1803,449,41,55,119,0.76,0,0.88,37,0.65,0.84
244,B,0,1808,448,41,55,119,0.79,0,0.91,37,0.93,0.95
245,B,0,1812,449,41,55,117,0.71,0,0.76,37,0.6,0.89
246,B,0,1817,443,41,55,113,0.63,0,0.69,38,0.99,0.86
247,B,0,1822,443,41,55,111,0.85,0,0.62,37,0.86,0.89
248,B,0,1829,439,41,55,112,0.63,0,0.77,37,0.73,0.81
249,B,0,1834,434,41,55,115,0.83,0,0.85,38,0.84,1.0
250,B,0,1839,431,41,55,118,0.69,0,0.71,38,0.93,0.94
251,B,0,1845,433,41,55,111,0.64,0,0.62,38,0.71,0.82
252,B,0,1849,432,41,55,108,0.93,0,0.61,38,0.98,0.99
253,B,0,1854,433,41,55,112,0.76,0,0.85,38,0.79,0.83
254,B,0,1855,426,43,58,115,0.7,0,0.84,38,0.67,0.86
255,B,0,1860,429,43,58,107,0.61,0,0.86,39,0.89,0.95
256,B,0,1865,427,43,58,112,0.84,0,0.98,38,0.66,0.99
257,B,0,1869,426,43,58,104,0.92,0,0.95,38,0.92,0.93
258,B,0,1875,424,43,58,111,0.91,0,0.84,39,0.84,0.88
259,B,0,1875,428,43,58,106,0.65,0,0.77,38,0.99,0.98
260,B,0,1875,424,43,58,111,0.86,0,0.8,38,0.64,0.99
261,B,0,1889,415,43,58,107,0.74,0,0.72,39,0.89,1.0
262,B,0,1893,412,43,58,108,0.96,0,0.63,39,0.9,0.88
263,B,0,1897,413,43,58,105,0.95,0,0.82,39,0.97,0.81
264,B,0,1900,414,43,58,107,0.96,0,0.79,39,0.69,0.96
265,B,0,1904,415,43,58,100,0.95,0,0.84,40,0.85,0.94
266,B,0,1908,416,43,58,97,0.8,0,0.99,40,0.67,0.86
267,B,0,1909,418,43,58,105,0.92,0,0.99,40,0.98,0.88
268,B,0,1910,418,43,58,104,0.84,0,0.75,40,0.96,0.86
269,B,0,1911,418,43,58,104,0.6,0,0.9,39,0.6,0.92
